#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-12T10:22:27 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-12T10:22:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4&-out=Name,_RA,_DE,n,Re,q&-out.max=unlimited&-sort=Name	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	n	(F6.3)	[0.3/19]? Sersic index	[ucd=stat.fit.param]
#Column	Re	(F7.2)	[5/7631]? Effective radius	[ucd=phys.angSize]
#Column	q	(F6.3)	[0.07/1]? Axial ratio	[ucd=phys.size.axisRatio]
Name	_RA	_DE	n	Re	q
ESO150-005	      	
ESO154-023	      	
ESO157-049	      	
ESO157-049	      	
ESO157-049	      	
ESO159-025	      	
ESO187-035	      	
ESO187-051	      	
ESO202-035	 4.459	 38.39
ESO202-035	      	
ESO202-041	      	
ESO202-041	      	
ESO234-043	      	
ESO234-043	      	
ESO234-043	      	
ESO234-049	      	
ESO234-049	      	
ESO236-039	      	
ESO237-049	      	
ESO237-049	      	
ESO237-052	 0.955	  4.34
ESO237-052	      	
ESO237-052	      	
ESO238-018	      	
ESO238-018	      	
ESO240-004	      	
ESO240-011	 4.013	  9.94
ESO240-011	      	
ESO245-005	 0.162	 58.48
ESO245-005	      	
ESO245-007	      	
ESO248-002	      	
ESO248-002	      	
ESO249-008	      	
ESO249-008	      	
ESO249-026	      	
ESO249-027	      	
ESO249-035	      	
ESO285-048	      	
ESO285-048	      	
ESO286-044	18.166	 37.69
ESO287-009	 1.587	 29.80
ESO287-009	      	
ESO287-037	      	
ESO287-037	      	
ESO287-043	 0.442	 44.28
ESO287-043	      	
ESO288-013	      	
ESO289-010	      	
ESO289-010	      	
ESO289-026	      	
ESO289-048	      	
ESO289-048	      	
ESO291-024	      	
ESO291-024	      	
ESO292-014	      	
ESO292-014	      	
ESO293-034	      	
ESO293-034	      	
ESO293-045	      	
ESO293-045	      	
ESO298-015	      	
ESO298-015	      	
ESO298-023	      	
ESO300-014	      	
ESO302-009	      	
ESO302-009	      	
ESO302-009	      	
ESO302-014	      	
ESO302-021	      	
ESO305-009	      	
ESO305-009	      	
ESO305-017	      	
ESO340-008	      	
ESO340-009	      	
ESO340-009	      	
ESO340-017	      	
ESO340-017	      	
ESO340-042	      	
ESO340-042	      	
ESO340-042	      	
ESO341-032	      	
ESO341-032	      	
ESO342-013	      	
ESO342-013	      	
ESO342-050	 0.845	  2.08
ESO342-050	      	
ESO345-046	      	
ESO345-046	      	
ESO346-001	 0.425	 36.63
ESO346-001	      	
ESO346-014	 3.421	 32.12
ESO346-014	      	
ESO347-008	      	
ESO347-017	      	
ESO347-029	      	
ESO347-029	      	
ESO347-029	      	
ESO355-026	      	
ESO355-026	      	
ESO356-018	      	
ESO357-007	 1.469	 13.40
ESO357-007	      	
ESO357-012	      	
ESO357-012	      	
ESO357-025	 0.824	  8.55
ESO357-025	      	
ESO358-005	      	
ESO358-015	 0.374	 10.49
ESO358-015	      	
ESO358-020	 0.285	 16.46
ESO358-020	      	
ESO358-025	 0.907	 11.77
ESO358-025	      	
ESO358-051	      	
ESO358-051	      	
ESO358-054	      	
ESO358-060	      	
ESO358-063	      	
ESO358-063	      	
ESO358-063	      	
ESO359-003	      	
ESO359-003	      	
ESO359-022	      	
ESO359-029	      	
ESO359-031	      	
ESO361-009	      	
ESO361-015	      	
ESO361-019	      	
ESO361-019	      	
ESO362-009	      	
ESO362-011	      	
ESO362-011	      	
ESO362-011	      	
ESO362-019	      	
ESO362-019	      	
ESO399-025	 5.331	  7.65
ESO399-025	      	
ESO400-025	      	
ESO400-025	      	
ESO402-025	      	
ESO402-025	      	
ESO402-026	 0.594	  3.11
ESO402-026	      	
ESO402-026	      	
ESO402-030	 0.419	  5.60
ESO402-030	      	
ESO403-024	      	
ESO403-024	      	
ESO403-031	      	
ESO403-031	      	
ESO404-003	      	
ESO404-003	      	
ESO404-012	      	
ESO404-012	      	
ESO404-012	      	
ESO404-017	      	
ESO404-017	      	
ESO404-018	      	
ESO404-027	      	
ESO404-027	      	
ESO404-027	      	
ESO406-042	      	
ESO406-042	      	
ESO407-007	      	
ESO407-007	      	
ESO407-007	      	
ESO407-009	      	
ESO407-009	      	
ESO407-014	      	
ESO407-014	      	
ESO407-018	      	
ESO408-012	      	
ESO408-012	      	
ESO408-012	      	
ESO409-015	      	
ESO410-012	      	
ESO410-012	      	
ESO410-018	      	
ESO411-013	      	
ESO411-026	 0.943	 10.48
ESO411-026	      	
ESO418-008	      	
ESO418-009	      	
ESO418-009	      	
ESO419-013	      	
ESO419-013	      	
ESO420-006	      	
ESO420-009	      	
ESO420-009	      	
ESO421-019	      	
ESO421-019	      	
ESO422-005	      	
ESO422-033	      	
ESO422-041	      	
ESO422-041	      	
ESO423-002	      	
ESO423-002	      	
ESO438-017	      	
ESO438-017	      	
ESO440-004	      	
ESO440-004	      	
ESO440-011	      	
ESO440-011	      	
ESO440-027	      	
ESO440-027	      	
ESO440-027	      	
ESO440-037	 5.490	 19.30
ESO440-044	      	
ESO440-044	      	
ESO440-046	      	
ESO440-049	 1.404	  2.18
ESO440-049	      	
ESO440-049	      	
ESO441-011	      	
ESO441-014	      	
ESO441-017	      	
ESO441-017	      	
ESO442-013	      	
ESO442-013	      	
ESO443-021	      	
ESO443-021	      	
ESO443-042	      	
ESO443-042	      	
ESO443-069	      	
ESO443-069	      	
ESO443-079	      	
ESO443-080	      	
ESO443-080	      	
ESO443-085	      	
ESO443-085	      	
ESO444-033	 0.618	  5.89
ESO444-033	      	
ESO444-033	      	
ESO444-037	      	
ESO444-037	      	
ESO444-078	      	
ESO445-089	      	
ESO445-089	      	
ESO445-089	      	
ESO462-031	      	
ESO462-031	      	
ESO466-014	      	
ESO466-036	 3.686	 12.32
ESO467-051	      	
ESO467-051	      	
ESO469-008	 0.493	  6.14
ESO469-008	      	
ESO469-015	      	
ESO469-015	      	
ESO471-006	      	
ESO476-010	      	
ESO477-016	      	
ESO477-016	      	
ESO479-004	      	
ESO479-004	      	
ESO479-025	      	
ESO480-025	      	
ESO481-014	      	
ESO481-014	      	
ESO481-018	      	
ESO481-018	      	
ESO481-018	      	
ESO481-030	      	
ESO481-030	      	
ESO482-005	      	
ESO482-005	      	
ESO482-011	      	
ESO482-013	      	
ESO482-035	      	
ESO482-035	      	
ESO482-046	      	
ESO483-008	      	
ESO483-008	      	
ESO483-013	 2.432	 27.54
ESO485-021	      	
ESO485-021	      	
ESO485-021	      	
ESO486-003	 0.995	 13.94
ESO486-003	      	
ESO486-021	      	
ESO501-079	      	
ESO501-080	 1.429	 45.79
ESO501-080	      	
ESO502-016	      	
ESO502-016	      	
ESO502-020	      	
ESO502-020	      	
ESO502-023	      	
ESO503-022	 0.492	 22.91
ESO503-022	      	
ESO504-010	      	
ESO504-010	      	
ESO504-010	      	
ESO504-024	      	
ESO504-028	      	
ESO504-028	      	
ESO505-002	      	
ESO505-003	 0.464	 59.66
ESO505-003	      	
ESO505-008	      	
ESO505-009	      	
ESO505-013	      	
ESO505-013	      	
ESO505-013	      	
ESO505-023	      	
ESO505-023	      	
ESO506-018	      	
ESO506-029	      	
ESO506-029	      	
ESO506-033	      	
ESO506-033	      	
ESO506-033	      	
ESO507-065	      	
ESO508-007	      	
ESO508-007	      	
ESO508-011	      	
ESO508-015	      	
ESO508-019	      	
ESO508-019	      	
ESO508-024	      	
ESO508-024	      	
ESO508-030	      	
ESO508-034	 0.576	  6.25
ESO508-034	      	
ESO508-051	      	
ESO509-026	14.392	  0.45
ESO509-026	      	
ESO509-026	      	
ESO509-074	 6.075	 15.38
ESO509-074	      	
ESO510-026	      	
ESO510-058	      	
ESO510-058	      	
ESO510-059	      	
ESO510-059	      	
ESO532-014	      	
ESO532-022	      	
ESO532-022	      	
ESO532-032	      	
ESO533-004	      	
ESO533-004	      	
ESO533-028	      	
ESO533-028	      	
ESO536-003	      	
ESO536-003	      	
ESO540-016	      	
ESO541-004	 0.741	  3.64
ESO541-004	      	
ESO541-005	      	
ESO541-005	      	
ESO544-027	      	
ESO544-030	 0.436	 24.94
ESO544-030	      	
ESO545-002	      	
ESO545-003	 0.697	 25.67
ESO545-003	      	
ESO545-005	      	
ESO545-016	      	
ESO546-034	      	
ESO547-005	      	
ESO547-012	      	
ESO547-020	      	
ESO548-005	      	
ESO548-009	      	
ESO548-016	      	
ESO548-016	      	
ESO548-021	 0.814	 49.19
ESO548-021	      	
ESO548-023	 2.680	  8.14
ESO548-023	      	
ESO548-025	      	
ESO548-025	      	
ESO548-032	      	
ESO548-032	      	
ESO548-063	      	
ESO548-063	      	
ESO548-082	      	
ESO549-002	      	
ESO549-018	 0.518	  2.83
ESO549-018	      	
ESO549-035	 0.686	 10.06
ESO549-035	      	
ESO550-005	      	
ESO550-024	 0.848	 17.55
ESO550-024	      	
ESO551-016	      	
ESO551-016	      	
ESO551-031	      	
ESO551-031	      	
ESO553-017	 0.539	 25.06
ESO553-017	      	
ESO567-048	      	
ESO569-014	      	
ESO569-014	      	
ESO570-019	      	
ESO570-019	      	
ESO570-019	      	
ESO572-012	      	
ESO572-018	      	
ESO572-018	      	
ESO572-022	      	
ESO572-022	      	
ESO572-024	      	
ESO572-030	      	
ESO572-030	      	
ESO572-034	      	
ESO572-049	      	
ESO572-049	      	
ESO575-061	      	
ESO576-001	      	
ESO576-001	      	
ESO576-001	      	
ESO576-003	 0.884	  5.69
ESO576-003	      	
ESO576-005	      	
ESO576-008	      	
ESO576-011	      	
ESO576-011	      	
ESO576-011	      	
ESO576-017	      	
ESO576-017	      	
ESO576-017	      	
ESO576-026	      	
ESO576-026	      	
ESO576-032	      	
ESO576-032	      	
ESO576-032	      	
ESO576-040	      	
ESO576-040	      	
ESO576-050	      	
ESO576-050	      	
ESO576-059	      	
ESO577-038	      	
ESO580-022	      	
ESO580-022	      	
ESO580-029	      	
ESO580-029	      	
ESO580-030	      	
ESO580-030	      	
ESO580-034	      	
ESO580-041	      	
ESO580-041	      	
ESO581-025	 2.401	 39.38
ESO581-025	      	
ESO582-004	 2.090	 10.01
ESO582-004	      	
ESO601-007	      	
ESO601-007	      	
ESO601-025	 0.711	  7.38
ESO601-025	      	
ESO601-031	      	
ESO602-003	      	
ESO602-015	      	
ESO602-015	      	
ESO602-015	      	
ESO602-030	      	
ESO602-030	      	
ESO603-031	 0.535	  8.88
ESO603-031	      	
ESO605-015	      	
IC0101    	      	
IC0101    	      	
IC0163    	      	
IC0163    	      	
IC0167    	 0.284	 22.75
IC0167    	      	
IC0167    	      	
IC0210    	      	
IC0210    	      	
IC0217    	      	
IC0223    	 0.452	  9.58
IC0223    	      	
IC0335    	      	
IC0335    	      	
IC0335    	      	
IC0529    	      	
IC0529    	      	
IC0529    	      	
IC0600    	      	
IC0600    	      	
IC0600    	      	
IC0610    	      	
IC0610    	      	
IC0610    	      	
IC0718    	      	
IC0719    	      	
IC0719    	      	
IC0719    	      	
IC0749    	      	
IC0749    	      	
IC0749    	      	
IC0750    	      	
IC0750    	      	
IC0750    	      	
IC0755    	      	
IC0755    	      	
IC0758    	      	
IC0758    	      	
IC0764    	      	
IC0764    	      	
IC0764    	      	
IC0769    	      	
IC0769    	      	
IC0769    	      	
IC0776    	      	
IC0776    	      	
IC0796    	      	
IC0796    	      	
IC0797    	      	
IC0797    	      	
IC0797    	      	
IC0800    	      	
IC0800    	      	
IC0851    	      	
IC0863    	      	
IC0863    	      	
IC0863    	      	
IC0902    	      	
IC0902    	      	
IC0902    	      	
IC1014    	      	
IC1014    	      	
IC1014    	      	
IC1024    	      	
IC1024    	      	
IC1029    	 2.495	  3.54
IC1029    	      	
IC1048    	      	
IC1048    	      	
IC1048    	      	
IC1055    	 0.740	  1.49
IC1055    	      	
IC1066    	      	
IC1066    	      	
IC1067    	 0.380	  3.61
IC1067    	      	
IC1067    	      	
IC1067    	      	
IC1125    	      	
IC1125    	      	
IC1151    	      	
IC1151    	      	
IC1158    	      	
IC1158    	      	
IC1197    	      	
IC1210    	      	
IC1210    	      	
IC1210    	      	
IC1251    	      	
IC1265    	      	
IC1265    	      	
IC1438    	 1.560	  3.44
IC1438    	      	
IC1438    	      	
IC1447    	 0.226	  2.12
IC1447    	      	
IC1532    	      	
IC1532    	      	
IC1553    	      	
IC1553    	      	
IC1555    	 1.449	 10.95
IC1555    	      	
IC1558    	      	
IC1558    	      	
IC1574    	      	
IC1596    	      	
IC1596    	      	
IC1596    	      	
IC1711    	 3.202	  9.64
IC1711    	      	
IC1727    	      	
IC1727    	      	
IC1826    	 0.907	 13.42
IC1826    	      	
IC1870    	      	
IC1870    	      	
IC1892    	      	
IC1892    	      	
IC1898    	      	
IC1913    	      	
IC1914    	      	
IC1914    	      	
IC1914    	      	
IC1933    	      	
IC1933    	      	
IC1952    	      	
IC1952    	      	
IC1953    	 1.091	  1.94
IC1953    	      	
IC1953    	      	
IC1954    	      	
IC1954    	      	
IC1959    	      	
IC1962    	      	
IC1962    	      	
IC1970    	      	
IC1986    	      	
IC1993    	 1.071	  4.09
IC1993    	      	
IC2000    	      	
IC2000    	      	
IC2006    	 3.543	 26.89
IC2007    	      	
IC2007    	      	
IC2032    	      	
IC2035    	      	
IC2035    	      	
IC2035    	      	
IC2040    	      	
IC2040    	      	
IC2051    	 1.245	  2.76
IC2051    	      	
IC2051    	      	
IC2056    	 0.422	 12.03
IC2056    	      	
IC2056    	      	
IC2058    	      	
IC2058    	      	
IC2085    	 1.132	 12.70
IC2085    	      	
IC2135    	      	
IC2135    	      	
IC2233    	      	
IC2233    	      	
IC2361    	      	
IC2361    	      	
IC2389    	      	
IC2389    	      	
IC2461    	      	
IC2461    	      	
IC2461    	      	
IC2574    	      	
IC2604    	      	
IC2604    	      	
IC2627    	 1.177	  2.15
IC2627    	      	
IC2763    	      	
IC2764    	 4.372	  9.12
IC2764    	      	
IC2828    	      	
IC2963    	      	
IC2969    	      	
IC2969    	      	
IC2995    	      	
IC2995    	      	
IC2996    	      	
IC3005    	      	
IC3005    	      	
IC3021    	      	
IC3021    	      	
IC3021    	      	
IC3023    	      	
IC3033    	      	
IC3044    	      	
IC3044    	      	
IC3059    	      	
IC3061    	 1.472	 28.11
IC3061    	      	
IC3099    	 2.761	 34.63
IC3099    	      	
IC3102    	 3.101	  3.14
IC3102    	      	
IC3105    	 0.426	 48.89
IC3105    	      	
IC3115    	      	
IC3115    	      	
IC3215    	      	
IC3229    	 0.928	 17.56
IC3229    	      	
IC3247    	      	
IC3247    	      	
IC3258    	      	
IC3259    	 0.632	  8.85
IC3259    	      	
IC3267    	 0.867	  1.66
IC3267    	      	
IC3268    	 0.685	 12.94
IC3268    	      	
IC3298    	      	
IC3311    	      	
IC3311    	      	
IC3322    	      	
IC3322    	      	
IC3322A   	 0.493	 64.87
IC3322A   	      	
IC3355    	      	
IC3356    	      	
IC3371    	      	
IC3391    	      	
IC3391    	      	
IC3392    	 1.125	  3.23
IC3392    	      	
IC3473    	      	
IC3473    	      	
IC3474    	      	
IC3475    	      	
IC3476    	      	
IC3476    	      	
IC3517    	      	
IC3517    	      	
IC3521    	      	
IC3521    	      	
IC3522    	      	
IC3576    	      	
IC3583    	      	
IC3611    	 0.868	 12.95
IC3611    	      	
IC3631    	 5.899	 16.28
IC3631    	      	
IC3631    	      	
IC3687    	      	
IC3718    	      	
IC3727    	      	
IC3742    	      	
IC3806    	 0.465	 16.85
IC3806    	      	
IC3881    	      	
IC3881    	      	
IC3908    	      	
IC3908    	      	
IC4182    	      	
IC4213    	      	
IC4213    	      	
IC4214    	 1.387	  4.37
IC4214    	      	
IC4214    	      	
IC4216    	 0.147	  2.44
IC4216    	      	
IC4216    	      	
IC4221    	      	
IC4221    	      	
IC4231    	      	
IC4237    	 0.457	  1.64
IC4237    	      	
IC4237    	      	
IC4247    	      	
IC4263    	      	
IC4263    	      	
IC4316    	 0.950	 20.04
IC4316    	      	
IC4351    	 3.760	 44.05
IC4351    	      	
IC4407    	      	
IC4407    	      	
IC4468    	      	
IC4468    	      	
IC4536    	      	
IC4536    	      	
IC4536    	      	
IC4582    	      	
IC4582    	      	
IC4660    	      	
IC4901    	      	
IC4901    	      	
IC4901    	      	
IC4901    	      	
IC4951    	      	
IC4986    	      	
IC4986    	      	
IC5007    	      	
IC5007    	      	
IC5026    	      	
IC5026    	      	
IC5039    	 0.237	  0.03
IC5039    	      	
IC5039    	      	
IC5052    	      	
IC5052    	      	
IC5069    	 0.267	 20.54
IC5069    	      	
IC5069    	      	
IC5078    	 2.815	 10.82
IC5078    	      	
IC5105B   	      	
IC5105B   	      	
IC5105B   	      	
IC5152    	      	
IC5152    	      	
IC5156    	      	
IC5156    	      	
IC5156    	      	
IC5156    	      	
IC5170    	 0.453	 37.29
IC5170    	      	
IC5170    	      	
IC5176    	      	
IC5176    	      	
IC5201    	      	
IC5201    	      	
IC5240    	 3.360	 24.57
IC5240    	      	
IC5240    	      	
IC5249    	      	
IC5249    	      	
IC5264    	 1.190	  5.03
IC5264    	      	
IC5267    	 2.894	 10.26
IC5267    	      	
IC5267    	      	
IC5269    	 1.792	  3.06
IC5269    	      	
IC5269A   	      	
IC5269A   	      	
IC5269B   	 1.361	 18.56
IC5269B   	      	
IC5269C   	      	
IC5269C   	      	
IC5270    	      	
IC5270    	      	
IC5271    	 1.282	  1.44
IC5271    	      	
IC5273    	      	
IC5273    	      	
IC5321    	 1.002	  6.57
IC5321    	      	
IC5325    	 3.484	  4.18
IC5325    	      	
IC5332    	 1.000	 22.51
IC5332    	      	
IC5333    	      	
IC5334    	      	
IC5334    	      	
IC5334    	      	
NGC0007   	      	
NGC0014   	      	
NGC0014   	      	
NGC0024   	      	
NGC0024   	      	
NGC0024   	      	
NGC0045   	      	
NGC0045   	      	
NGC0055   	 0.884	127.48
NGC0055   	      	
NGC0059   	      	
NGC0059   	      	
NGC0063   	 2.439	  1.71
NGC0063   	      	
NGC0100   	      	
NGC0100   	      	
NGC0115   	      	
NGC0115   	      	
NGC0131   	      	
NGC0131   	      	
NGC0134   	 6.123	  7.23
NGC0134   	      	
NGC0148   	 1.616	  3.18
NGC0148   	      	
NGC0150   	 2.069	  1.20
NGC0150   	      	
NGC0150   	      	
NGC0157   	 1.386	  2.00
NGC0157   	      	
NGC0178   	      	
NGC0178   	      	
NGC0178   	      	
NGC0210   	 1.423	  5.22
NGC0210   	      	
NGC0210   	      	
NGC0216   	      	
NGC0216   	      	
NGC0244   	 0.708	  7.65
NGC0244   	      	
NGC0247   	      	
NGC0247   	      	
NGC0253   	 3.872	103.93
NGC0253   	      	
NGC0254   	 3.701	  4.86
NGC0254   	      	
NGC0254   	      	
NGC0255   	      	
NGC0255   	      	
NGC0255   	      	
NGC0274   	 3.071	  3.60
NGC0274   	      	
NGC0289   	      	
NGC0289   	      	
NGC0289   	      	
NGC0298   	      	
NGC0298   	      	
NGC0300   	      	
NGC0337   	      	
NGC0337   	      	
NGC0337A  	      	
NGC0337A  	      	
NGC0360   	      	
NGC0406   	      	
NGC0406   	      	
NGC0428   	      	
NGC0428   	      	
NGC0428   	      	
NGC0450   	      	
NGC0450   	      	
NGC0470   	 0.761	  2.78
NGC0470   	      	
NGC0473   	 1.443	  1.99
NGC0473   	      	
NGC0473   	      	
NGC0474   	 3.621	  9.04
NGC0474   	      	
NGC0485   	 0.203	 23.33
NGC0485   	      	
NGC0485   	      	
NGC0488   	 2.303	  9.53
NGC0488   	      	
NGC0489   	 0.584	  1.54
NGC0489   	      	
NGC0493   	      	
NGC0514   	 1.168	  2.34
NGC0514   	      	
NGC0518   	 1.102	  2.65
NGC0518   	      	
NGC0522   	      	
NGC0522   	      	
NGC0532   	 1.875	  2.82
NGC0532   	      	
NGC0578   	      	
NGC0578   	      	
NGC0578   	      	
NGC0584   	 3.963	 28.41
NGC0584   	      	
NGC0600   	      	
NGC0600   	      	
NGC0613   	 0.799	  5.67
NGC0613   	      	
NGC0613   	      	
NGC0615   	 2.230	  2.78
NGC0615   	      	
NGC0615   	      	
NGC0625   	      	
NGC0628   	 1.242	 16.25
NGC0628   	      	
NGC0658   	      	
NGC0658   	      	
NGC0658   	      	
NGC0660   	 0.747	  3.29
NGC0660   	      	
NGC0660   	      	
NGC0672   	      	
NGC0672   	      	
NGC0676   	 4.439	  2.44
NGC0676   	      	
NGC0678   	 3.194	 15.62
NGC0678   	      	
NGC0680   	 6.298	 17.52
NGC0680   	      	
NGC0681   	 2.402	 42.18
NGC0681   	      	
NGC0681   	      	
NGC0685   	      	
NGC0685   	      	
NGC0691   	 3.179	 12.18
NGC0691   	      	
NGC0693   	 1.312	 26.67
NGC0693   	      	
NGC0701   	      	
NGC0701   	      	
NGC0718   	 3.296	  3.45
NGC0718   	      	
NGC0718   	      	
NGC0723   	 0.129	 13.54
NGC0723   	      	
NGC0755   	      	
NGC0755   	      	
NGC0772   	 3.811	  3.18
NGC0772   	      	
NGC0772   	      	
NGC0779   	 2.208	  4.22
NGC0779   	      	
NGC0784   	      	
NGC0803   	 0.406	  0.77
NGC0803   	      	
NGC0803   	      	
NGC0814   	 8.121	 20.36
NGC0814   	      	
NGC0855   	 1.403	  9.48
NGC0855   	      	
NGC0864   	 1.654	  1.25
NGC0864   	      	
NGC0864   	      	
NGC0865   	      	
NGC0865   	      	
NGC0895   	      	
NGC0895   	      	
NGC0895   	      	
NGC0899   	 0.440	 10.44
NGC0899   	      	
NGC0907   	      	
NGC0907   	      	
NGC0908   	 1.375	  3.33
NGC0908   	      	
NGC0918   	 0.466	  4.09
NGC0918   	      	
NGC0936   	 1.897	  7.80
NGC0936   	      	
NGC0936   	      	
NGC0941   	      	
NGC0941   	      	
NGC0941   	      	
NGC0955   	 1.829	  3.00
NGC0955   	      	
NGC0955   	      	
NGC0986   	 1.142	  4.02
NGC0986   	      	
NGC0986   	      	
NGC0986A  	      	
NGC0988   	      	
NGC0988   	      	
NGC0991   	      	
NGC0991   	      	
NGC0991   	      	
NGC1015   	 1.658	  4.10
NGC1015   	      	
NGC1015   	      	
NGC1022   	 2.733	  2.68
NGC1022   	      	
NGC1022   	      	
NGC1032   	 3.491	 18.67
NGC1032   	      	
NGC1032   	      	
NGC1035   	 1.034	 32.64
NGC1036   	      	
NGC1036   	      	
NGC1042   	 0.862	  4.94
NGC1042   	      	
NGC1042   	      	
NGC1047   	 0.974	 23.33
NGC1047   	      	
NGC1047   	      	
NGC1051   	      	
NGC1051   	      	
NGC1051   	      	
NGC1052   	 7.511	 31.67
NGC1052   	      	
NGC1055   	 2.343	116.84
NGC1055   	      	
NGC1068   	 1.181	 11.87
NGC1068   	      	
NGC1068   	      	
NGC1073   	      	
NGC1073   	      	
NGC1076   	 1.169	 13.76
NGC1076   	      	
NGC1076   	      	
NGC1079   	 1.227	  4.50
NGC1079   	      	
NGC1079   	      	
NGC1079   	      	
NGC1084   	 1.214	  2.24
NGC1084   	      	
NGC1087   	      	
NGC1087   	      	
NGC1090   	 0.706	  5.48
NGC1090   	      	
NGC1097   	 0.191	 12.35
NGC1097   	      	
NGC1097   	      	
NGC1097   	      	
NGC1110   	      	
NGC1140   	 1.399	  7.07
NGC1140   	      	
NGC1145   	      	
NGC1163   	16.777	429.34
NGC1163   	      	
NGC1179   	      	
NGC1179   	      	
NGC1179   	      	
NGC1187   	 2.079	  1.46
NGC1187   	      	
NGC1187   	      	
NGC1222   	 2.422	  5.01
NGC1222   	      	
NGC1232   	 1.280	  7.16
NGC1232   	      	
NGC1232   	      	
NGC1249   	      	
NGC1249   	      	
NGC1249   	      	
NGC1253   	      	
NGC1253   	      	
NGC1255   	      	
NGC1255   	      	
NGC1258   	      	
NGC1258   	      	
NGC1258   	      	
NGC1291   	 2.592	 22.46
NGC1291   	      	
NGC1291   	      	
NGC1292   	 0.553	  4.81
NGC1292   	      	
NGC1297   	 5.624	 20.14
NGC1297   	      	
NGC1299   	      	
NGC1299   	      	
NGC1300   	 1.106	  4.34
NGC1300   	      	
NGC1300   	      	
NGC1302   	 4.230	 18.01
NGC1302   	      	
NGC1302   	      	
NGC1302   	      	
NGC1306   	      	
NGC1306   	      	
NGC1306   	      	
NGC1309   	      	
NGC1309   	      	
NGC1309   	      	
NGC1310   	      	
NGC1310   	      	
NGC1310   	      	
NGC1311   	      	
NGC1313   	      	
NGC1313   	      	
NGC1313   	      	
NGC1316C  	      	
NGC1316C  	      	
NGC1316C  	      	
NGC1325   	 1.342	  3.65
NGC1325   	      	
NGC1325A  	 1.137	  2.95
NGC1325A  	      	
NGC1326   	 1.167	  6.00
NGC1326   	      	
NGC1326   	      	
NGC1326A  	      	
NGC1326A  	      	
NGC1326B  	      	
NGC1332   	 4.052	 42.92
NGC1337   	 1.101	 17.64
NGC1337   	      	
NGC1338   	      	
NGC1338   	      	
NGC1339   	 5.734	 22.34
NGC1341   	      	
NGC1341   	      	
NGC1345   	      	
NGC1345   	      	
NGC1347   	      	
NGC1350   	 1.300	  7.86
NGC1350   	      	
NGC1350   	      	
NGC1350   	      	
NGC1351A  	      	
NGC1351A  	      	
NGC1353   	 0.871	  2.61
NGC1353   	      	
NGC1353   	      	
NGC1357   	 4.101	  8.37
NGC1357   	      	
NGC1357   	      	
NGC1359   	      	
NGC1359   	      	
NGC1365   	 0.857	 12.64
NGC1365   	      	
NGC1365   	      	
NGC1365   	      	
NGC1366   	 1.244	  7.51
NGC1366   	      	
NGC1367   	 2.733	  7.00
NGC1367   	      	
NGC1367   	      	
NGC1385   	      	
NGC1385   	      	
NGC1385   	      	
NGC1386   	10.503	  4.65
NGC1386   	      	
NGC1386   	      	
NGC1389   	 4.599	 20.95
NGC1389   	      	
NGC1389   	      	
NGC1390   	      	
NGC1398   	 2.233	  9.60
NGC1398   	      	
NGC1398   	      	
NGC1406   	 0.355	  2.96
NGC1406   	      	
NGC1411   	 3.546	  5.45
NGC1411   	      	
NGC1414   	      	
NGC1414   	      	
NGC1415   	 1.246	  4.98
NGC1415   	      	
NGC1415   	      	
NGC1415   	      	
NGC1421   	      	
NGC1421   	      	
NGC1422   	      	
